prescribing_cost,date,prescribing_items,prescribing_quantity,organisation_code,organisation_name,year,month,cost_per_item
15583.82,2023-05-01,3235,122975,91Q,NHS KENT AND MEDWAY,2023,5,4.817255023183925
9028.97,2023-05-01,1899,71373,92A,NHS SURREY HEARTLANDS,2023,5,4.754591890468667
8547.19,2023-05-01,1717,57888,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",2023,5,4.977979033197438
10335.3,2023-05-01,2072,83525,93C,NHS NORTH CENTRAL LONDON,2023,5,4.98807915057915
4875.24,2023-05-01,955,35670,97R,NHS EAST SUSSEX,2023,5,5.10496335078534
3029.75,2023-05-01,682,26150,99A,NHS LIVERPOOL,2023,5,4.442448680351906
1914,2023-05-01,362,15608,99C,NHS NORTH TYNESIDE,2023,5,5.287292817679558
2915.95,2023-05-01,577,23076,99E,NHS BASILDON AND BRENTWOOD,2023,5,5.053639514731369
2377.17,2023-05-01,487,18419,99F,NHS CASTLE POINT AND ROCHFORD,2023,5,4.881252566735113
3438.37,2023-05-01,717,26912,99G,NHS SOUTHEND,2023,5,4.795495118549511
19264.7,2023-05-01,4033,163442,A3A8R,NHS NORTH EAST LONDON,2023,5,4.776766674931813
11064.39,2023-05-01,2325,83615,B2M3M,NHS COVENTRY AND WARWICKSHIRE,2023,5,4.758877419354839
8577.92,2023-05-01,1730,64384,D2P2L,NHS BLACK COUNTRY,2023,5,4.958335260115607
7135.07,2023-05-01,1462,56929,D4U1Y,NHS FRIMLEY,2023,5,4.8803488372093025
14095.28,2023-05-01,2892,104118,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",2023,5,4.873886583679115
11334.55,2023-05-01,2345,83639,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",2023,5,4.833496801705756
3466.67,2023-05-01,723,27914,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",2023,5,4.794840940525588
15669.75,2023-05-01,3086,113461,W2U3Z,NHS NORTH WEST LONDON,2023,5,5.077689565780946
3320.69,2023-05-01,670,25930,X2C4Y,NHS KIRKLEES,2023,5,4.956253731343284
2878.97,2023-06-01,653,25277,00L,NHS NORTHUMBERLAND,2023,6,4.408836140888208
671.68,2023-06-01,163,6577,00N,NHS SOUTH TYNESIDE,2023,6,4.120736196319018
1604.74,2023-06-01,394,16824,00P,NHS SUNDERLAND,2023,6,4.072944162436548
832.94,2023-06-01,216,8483,00Q,NHS BLACKBURN WITH DARWEN,2023,6,3.856203703703704
1448.25,2023-06-01,387,10742,00R,NHS BLACKPOOL,2023,6,3.742248062015504
1537.04,2023-06-01,346,13437,00T,NHS BOLTON,2023,6,4.442312138728323
1029.96,2023-06-01,254,10426,00V,NHS BURY,2023,6,4.05496062992126
1015.12,2023-06-01,233,8944,00X,NHS CHORLEY AND SOUTH RIBBLE,2023,6,4.356738197424892
1152.63,2023-06-01,304,15036,00Y,NHS OLDHAM,2023,6,3.7915460526315794
2052.6,2023-06-01,518,19236,01A,NHS EAST LANCASHIRE,2023,6,3.962548262548262
1326.89,2023-06-01,329,16583,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",2023,6,4.033100303951368
1183.79,2023-06-01,287,12226,01E,NHS GREATER PRESTON,2023,6,4.124703832752613
713,2023-06-01,185,6586,01F,NHS HALTON,2023,6,3.854054054054054
1808.73,2023-06-01,403,20073,01G,NHS SALFORD,2023,6,4.488163771712159
2959.42,2023-06-01,696,23585,01H,NHS NORTH CUMBRIA,2023,6,4.252040229885058
786.75,2023-06-01,208,6468,01J,NHS KNOWSLEY,2023,6,3.782451923076923
2917.4,2023-06-01,718,26902,01K,NHS MORECAMBE BAY,2023,6,4.063231197771588
835.75,2023-06-01,226,7256,01T,NHS SOUTH SEFTON,2023,6,3.6980088495575223
781.28,2023-06-01,191,5700,01V,NHS SOUTHPORT AND FORMBY,2023,6,4.090471204188481
1648.29,2023-06-01,442,19318,01W,NHS STOCKPORT,2023,6,3.7291628959276015
746.07,2023-06-01,202,7125,01X,NHS ST HELENS,2023,6,3.6934158415841587
772.45,2023-06-01,204,8055,01Y,NHS TAMESIDE AND GLOSSOP,2023,6,3.7865196078431373
1723.81,2023-06-01,396,16794,02A,NHS TRAFFORD,2023,6,4.353055555555556
1013.46,2023-06-01,252,8363,02E,NHS WARRINGTON,2023,6,4.0216666666666665
551.09,2023-06-01,134,3329,02G,NHS WEST LANCASHIRE,2023,6,4.112611940298508
2423.76,2023-06-01,604,22598,02H,NHS WIGAN BOROUGH,2023,6,4.012847682119205
1461.9,2023-06-01,391,11101,02M,NHS FYLDE AND WYRE,2023,6,3.7388746803069055
1656.96,2023-06-01,409,14093,02P,NHS BARNSLEY,2023,6,4.051246943765281
545.19,2023-06-01,125,4893,02Q,NHS BASSETLAW,2023,6,4.3615200000000005
1247.87,2023-06-01,316,10293,02T,NHS CALDERDALE,2023,6,3.9489556962025314
1608.95,2023-06-01,398,15922,02X,NHS DONCASTER,2023,6,4.0425879396984925
1508.78,2023-06-01,381,12227,02Y,NHS EAST RIDING OF YORKSHIRE,2023,6,3.96005249343832
1262.09,2023-06-01,326,11293,03F,NHS HULL,2023,6,3.8714417177914107
1111.99,2023-06-01,280,8063,03H,NHS NORTH EAST LINCOLNSHIRE,2023,6,3.9713928571428574
1169.65,2023-06-01,277,9712,03K,NHS NORTH LINCOLNSHIRE,2023,6,4.222563176895307
2149.53,2023-06-01,486,18660,03L,NHS ROTHERHAM,2023,6,4.4229012345679015
4797.52,2023-06-01,1142,41879,03N,NHS SHEFFIELD,2023,6,4.200980735551664
463.09,2023-06-01,129,4184,03Q,NHS VALE OF YORK,2023,6,3.58984496124031
2554.16,2023-06-01,630,22184,03R,NHS WAKEFIELD,2023,6,4.054222222222222
3790.27,2023-06-01,897,31986,03W,NHS EAST LEICESTERSHIRE AND RUTLAND,2023,6,4.225496098104793
3639.7,2023-06-01,898,37813,04C,NHS LEICESTER CITY,2023,6,4.053118040089086
4706.58,2023-06-01,1164,39100,04V,NHS WEST LEICESTERSHIRE,2023,6,4.043453608247423
1003.79,2023-06-01,232,8021,04Y,NHS CANNOCK CHASE,2023,6,4.326681034482759
1630.99,2023-06-01,403,14719,05D,NHS EAST STAFFORDSHIRE,2023,6,4.04712158808933
1876.46,2023-06-01,454,17546,05G,NHS NORTH STAFFORDSHIRE,2023,6,4.133171806167401
1510.97,2023-06-01,366,12870,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA,2023,6,4.128333333333333
1352.08,2023-06-01,317,11539,05V,NHS STAFFORD AND SURROUNDS,2023,6,4.265236593059937
1928.64,2023-06-01,475,18245,05W,NHS STOKE ON TRENT,2023,6,4.060294736842105
9920.97,2023-06-01,2273,91535,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH,2023,6,4.364703035635723
5011.83,2023-06-01,1206,53062,06K,NHS EAST AND NORTH HERTFORDSHIRE,2023,6,4.155746268656716
2581.28,2023-06-01,620,20972,06L,NHS IPSWICH AND EAST SUFFOLK,2023,6,4.163354838709678
4643.64,2023-06-01,1084,42859,06N,NHS HERTS VALLEYS,2023,6,4.283800738007381
3273.75,2023-06-01,808,26661,06Q,NHS MID ESSEX,2023,6,4.051670792079208
3915.18,2023-06-01,907,31836,06T,NHS NORTH EAST ESSEX,2023,6,4.316626240352812
1340,2023-06-01,288,19516,07G,NHS THURROCK,2023,6,4.652777777777778
2754.35,2023-06-01,660,23974,07H,NHS WEST ESSEX,2023,6,4.173257575757575
2805.49,2023-06-01,670,22919,07K,NHS WEST SUFFOLK,2023,6,4.187298507462686
2041.91,2023-06-01,493,15535,09D,NHS BRIGHTON AND HOVE,2023,6,4.141805273833672
5505.4,2023-06-01,1327,51836,10Q,NHS OXFORDSHIRE,2023,6,4.148756593820647
1613.55,2023-06-01,390,12674,10R,NHS PORTSMOUTH,2023,6,4.137307692307692
5392.38,2023-06-01,1265,40114,11J,NHS DORSET,2023,6,4.262750988142293
4806.28,2023-06-01,1196,39272,11M,NHS GLOUCESTERSHIRE,2023,6,4.018628762541806
4171.06,2023-06-01,998,31054,11N,NHS CORNWALL AND THE ISLES OF SCILLY,2023,6,4.179418837675351
1893.99,2023-06-01,460,17200,11X,NHS SOMERSET,2023,6,4.117369565217391
2319.88,2023-06-01,575,19996,12F,NHS WIRRAL,2023,6,4.034573913043478
2911.02,2023-06-01,721,27292,13T,NHS NEWCASTLE GATESHEAD,2023,6,4.03747572815534
3813.27,2023-06-01,899,41610,14L,NHS MANCHESTER,2023,6,4.2416796440489435
3760.57,2023-06-01,956,34541,14Y,NHS BUCKINGHAMSHIRE,2023,6,3.933650627615063
3860.33,2023-06-01,905,33186,15A,NHS BERKSHIRE WEST,2023,6,4.265558011049723
5932.1,2023-06-01,1503,51778,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",2023,6,3.946839654025283
10272.15,2023-06-01,2511,89816,15E,NHS BIRMINGHAM AND SOLIHULL,2023,6,4.090860215053763
3814.51,2023-06-01,923,35967,15F,NHS LEEDS,2023,6,4.132730227518961
7712.78,2023-06-01,1921,66912,15M,NHS DERBY AND DERBYSHIRE,2023,6,4.014981780322748
10520.7,2023-06-01,2510,89619,15N,NHS DEVON,2023,6,4.191513944223108
4849.43,2023-06-01,1162,42917,16C,NHS TEES VALLEY,2023,6,4.173347676419966
8557.81,2023-06-01,1961,70763,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE,2023,6,4.364003059663437
9193.57,2023-06-01,2186,70355,26A,NHS NORFOLK AND WAVENEY,2023,6,4.205658737419945
3907.33,2023-06-01,979,37874,27D,NHS CHESHIRE,2023,6,3.991144024514811
2600.87,2023-06-01,652,37783,36J,NHS BRADFORD DISTRICT AND CRAVEN,2023,6,3.989064417177914
10071.6,2023-06-01,2443,91879,36L,NHS SOUTH WEST LONDON,2023,6,4.122636103151863
1717.33,2023-06-01,430,15521,42D,NHS NORTH YORKSHIRE,2023,6,3.9937906976744184
6508.75,2023-06-01,1615,59046,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,2023,6,4.030185758513932
6855.53,2023-06-01,1659,55336,70F,NHS WEST SUSSEX,2023,6,4.132326702833032
8766.91,2023-06-01,2158,69252,71E,NHS LINCOLNSHIRE,2023,6,4.062516218721038
12473.35,2023-06-01,3036,122862,72Q,NHS SOUTH EAST LONDON,2023,6,4.108481554677207
5740.98,2023-06-01,1318,55577,78H,NHS NORTHAMPTONSHIRE,2023,6,4.355827010622154
4573.72,2023-06-01,1114,38104,84H,NHS COUNTY DURHAM,2023,6,4.105673249551168
12224.37,2023-06-01,3028,108046,91Q,NHS KENT AND MEDWAY,2023,6,4.037110303830912
7584.7,2023-06-01,1894,71723,92A,NHS SURREY HEARTLANDS,2023,6,4.0045934530095035
7478.76,2023-06-01,1760,59040,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",2023,6,4.249295454545455
8837.26,2023-06-01,2130,84311,93C,NHS NORTH CENTRAL LONDON,2023,6,4.148948356807512
4366.69,2023-06-01,974,36055,97R,NHS EAST SUSSEX,2023,6,4.483254620123203
2631.76,2023-06-01,669,22627,99A,NHS LIVERPOOL,2023,6,3.933871449925262
1413.94,2023-06-01,324,12401,99C,NHS NORTH TYNESIDE,2023,6,4.364012345679012
1921.16,2023-06-01,471,17558,99E,NHS BASILDON AND BRENTWOOD,2023,6,4.078895966029724
2305.6,2023-06-01,529,19663,99F,NHS CASTLE POINT AND ROCHFORD,2023,6,4.358412098298676
2704.78,2023-06-01,672,24185,99G,NHS SOUTHEND,2023,6,4.024970238095238
15013.5,2023-06-01,3715,148575,A3A8R,NHS NORTH EAST LONDON,2023,6,4.041318977119785
9567.74,2023-06-01,2312,83819,B2M3M,NHS COVENTRY AND WARWICKSHIRE,2023,6,4.138295847750865
7514.91,2023-06-01,1741,65944,D2P2L,NHS BLACK COUNTRY,2023,6,4.316433084434233
6061.91,2023-06-01,1494,56618,D4U1Y,NHS FRIMLEY,2023,6,4.057503346720214
11839.19,2023-06-01,2808,94043,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",2023,6,4.216235754985755
8315.8,2023-06-01,2078,70003,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",2023,6,4.001828681424446
2947.34,2023-06-01,720,26684,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",2023,6,4.093527777777778
13192.87,2023-06-01,3128,118141,W2U3Z,NHS NORTH WEST LONDON,2023,6,4.217669437340153
2677.78,2023-06-01,620,23148,X2C4Y,NHS KIRKLEES,2023,6,4.319
2432.46,2023-07-01,590,22809,00L,NHS NORTHUMBERLAND,2023,7,4.122813559322034
600.05,2023-07-01,148,6047,00N,NHS SOUTH TYNESIDE,2023,7,4.054391891891892
1535.28,2023-07-01,369,15232,00P,NHS SUNDERLAND,2023,7,4.160650406504065
746.55,2023-07-01,196,8833,00Q,NHS BLACKBURN WITH DARWEN,2023,7,3.808928571428571
1334.67,2023-07-01,358,10974,00R,NHS BLACKPOOL,2023,7,3.728128491620112
1541.11,2023-07-01,370,16158,00T,NHS BOLTON,2023,7,4.1651621621621615
1079.67,2023-07-01,263,11976,00V,NHS BURY,2023,7,4.105209125475286
804.14,2023-07-01,203,9649,00X,NHS CHORLEY AND SOUTH RIBBLE,2023,7,3.9612807881773398
1252.8,2023-07-01,328,18116,00Y,NHS OLDHAM,2023,7,3.819512195121951
1921.25,2023-07-01,468,15980,01A,NHS EAST LANCASHIRE,2023,7,4.105235042735043
1504.49,2023-07-01,377,17593,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",2023,7,3.990689655172414
1143.57,2023-07-01,289,12991,01E,NHS GREATER PRESTON,2023,7,3.9569896193771625
684.12,2023-07-01,179,15851,01F,NHS HALTON,2023,7,3.8218994413407823
1620.03,2023-07-01,375,16338,01G,NHS SALFORD,2023,7,4.32008
2676.92,2023-07-01,664,20258,01H,NHS NORTH CUMBRIA,2023,7,4.031506024096386
872.46,2023-07-01,225,6944,01J,NHS KNOWSLEY,2023,7,3.8776
2933.17,2023-07-01,704,27073,01K,NHS MORECAMBE BAY,2023,7,4.16643465909091
716.85,2023-07-01,194,7701,01T,NHS SOUTH SEFTON,2023,7,3.6951030927835053
638.64,2023-07-01,163,5609,01V,NHS SOUTHPORT AND FORMBY,2023,7,3.918036809815951
1616.98,2023-07-01,432,20024,01W,NHS STOCKPORT,2023,7,3.743009259259259
703.21,2023-07-01,191,6137,01X,NHS ST HELENS,2023,7,3.6817277486910998
688.04,2023-07-01,173,6684,01Y,NHS TAMESIDE AND GLOSSOP,2023,7,3.977109826589595
1707.29,2023-07-01,394,18864,02A,NHS TRAFFORD,2023,7,4.333223350253807
1067.81,2023-07-01,265,9943,02E,NHS WARRINGTON,2023,7,4.029471698113207
663.83,2023-07-01,159,6040,02G,NHS WEST LANCASHIRE,2023,7,4.17503144654088
2183.91,2023-07-01,557,19358,02H,NHS WIGAN BOROUGH,2023,7,3.920843806104129
1490.73,2023-07-01,393,11007,02M,NHS FYLDE AND WYRE,2023,7,3.793206106870229
1532.22,2023-07-01,386,12344,02P,NHS BARNSLEY,2023,7,3.9694818652849744
601.16,2023-07-01,136,5001,02Q,NHS BASSETLAW,2023,7,4.4202941176470585
1194.29,2023-07-01,300,9160,02T,NHS CALDERDALE,2023,7,3.9809666666666668
1571.66,2023-07-01,387,14247,02X,NHS DONCASTER,2023,7,4.061136950904393
1515.63,2023-07-01,390,12157,02Y,NHS EAST RIDING OF YORKSHIRE,2023,7,3.8862307692307696
1155.66,2023-07-01,307,10198,03F,NHS HULL,2023,7,3.7643648208469056
1276.89,2023-07-01,296,11884,03H,NHS NORTH EAST LINCOLNSHIRE,2023,7,4.313817567567568
1269.83,2023-07-01,288,10259,03K,NHS NORTH LINCOLNSHIRE,2023,7,4.409131944444444
2097,2023-07-01,501,17276,03L,NHS ROTHERHAM,2023,7,4.18562874251497
5102.97,2023-07-01,1216,49312,03N,NHS SHEFFIELD,2023,7,4.196521381578948
327.34,2023-07-01,83,2763,03Q,NHS VALE OF YORK,2023,7,3.9438554216867465
2268.07,2023-07-01,566,21395,03R,NHS WAKEFIELD,2023,7,4.007190812720848
3736.65,2023-07-01,901,33703,03W,NHS EAST LEICESTERSHIRE AND RUTLAND,2023,7,4.147225305216426
3479.97,2023-07-01,860,36634,04C,NHS LEICESTER CITY,2023,7,4.046476744186046
4579.24,2023-07-01,1142,40020,04V,NHS WEST LEICESTERSHIRE,2023,7,4.009842381786339
963.94,2023-07-01,226,7567,04Y,NHS CANNOCK CHASE,2023,7,4.265221238938054
1580.04,2023-07-01,409,13264,05D,NHS EAST STAFFORDSHIRE,2023,7,3.8631784841075794
1951.77,2023-07-01,480,18106,05G,NHS NORTH STAFFORDSHIRE,2023,7,4.0661875
1314.05,2023-07-01,324,10380,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA,2023,7,4.05570987654321
1350.26,2023-07-01,315,11690,05V,NHS STAFFORD AND SURROUNDS,2023,7,4.286539682539683
1745.11,2023-07-01,432,17606,05W,NHS STOKE ON TRENT,2023,7,4.039606481481481
9275.3,2023-07-01,2186,80584,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH,2023,7,4.243046660567246
5411.26,2023-07-01,1248,46144,06K,NHS EAST AND NORTH HERTFORDSHIRE,2023,7,4.335945512820513
2735.67,2023-07-01,659,21252,06L,NHS IPSWICH AND EAST SUFFOLK,2023,7,4.15124430955994
4571.27,2023-07-01,1066,43123,06N,NHS HERTS VALLEYS,2023,7,4.288245778611633
3383.6,2023-07-01,837,27500,06Q,NHS MID ESSEX,2023,7,4.0425328554360815
3874.61,2023-07-01,914,30588,06T,NHS NORTH EAST ESSEX,2023,7,4.23917943107221
1114.71,2023-07-01,279,20883,07G,NHS THURROCK,2023,7,3.9953763440860217
2678.49,2023-07-01,662,24768,07H,NHS WEST ESSEX,2023,7,4.046057401812688
2646.35,2023-07-01,651,19769,07K,NHS WEST SUFFOLK,2023,7,4.06505376344086
1779.48,2023-07-01,432,13532,09D,NHS BRIGHTON AND HOVE,2023,7,4.119166666666667
5649.9,2023-07-01,1385,52719,10Q,NHS OXFORDSHIRE,2023,7,4.079350180505415
1505.51,2023-07-01,374,12724,10R,NHS PORTSMOUTH,2023,7,4.025427807486631
5278.79,2023-07-01,1279,39224,11J,NHS DORSET,2023,7,4.127279124315872
4661.78,2023-07-01,1196,41373,11M,NHS GLOUCESTERSHIRE,2023,7,3.8978093645484946
4384.48,2023-07-01,1080,34851,11N,NHS CORNWALL AND THE ISLES OF SCILLY,2023,7,4.059703703703703
1835.15,2023-07-01,438,13987,11X,NHS SOMERSET,2023,7,4.189840182648402
2180.09,2023-07-01,562,18734,12F,NHS WIRRAL,2023,7,3.879163701067616
2802.56,2023-07-01,697,26230,13T,NHS NEWCASTLE GATESHEAD,2023,7,4.020889526542324
3831.69,2023-07-01,908,39131,14L,NHS MANCHESTER,2023,7,4.219922907488987
3996.45,2023-07-01,1001,35160,14Y,NHS BUCKINGHAMSHIRE,2023,7,3.9924575424575424
3602.15,2023-07-01,857,33106,15A,NHS BERKSHIRE WEST,2023,7,4.203208868144691
6043.07,2023-07-01,1508,56021,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",2023,7,4.007340848806366
10412.99,2023-07-01,2555,88422,15E,NHS BIRMINGHAM AND SOLIHULL,2023,7,4.075534246575343
3997.06,2023-07-01,963,39701,15F,NHS LEEDS,2023,7,4.150633437175493
7387.56,2023-07-01,1880,67439,15M,NHS DERBY AND DERBYSHIRE,2023,7,3.929553191489362
10569.3,2023-07-01,2544,85870,15N,NHS DEVON,2023,7,4.154599056603773
4751.91,2023-07-01,1150,39574,16C,NHS TEES VALLEY,2023,7,4.132095652173913
8795.79,2023-07-01,2045,71331,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE,2023,7,4.301119804400979
8411.78,2023-07-01,2055,65311,26A,NHS NORFOLK AND WAVENEY,2023,7,4.093323600973236
4381.56,2023-07-01,1085,38453,27D,NHS CHESHIRE,2023,7,4.038304147465438
2606.33,2023-07-01,644,25218,36J,NHS BRADFORD DISTRICT AND CRAVEN,2023,7,4.047096273291926
9428.64,2023-07-01,2323,86547,36L,NHS SOUTH WEST LONDON,2023,7,4.0588204907447265
1660.4,2023-07-01,404,12937,42D,NHS NORTH YORKSHIRE,2023,7,4.1099009900990104
5871.87,2023-07-01,1481,52396,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,2023,7,3.9648008102633354
6699.62,2023-07-01,1660,52636,70F,NHS WEST SUSSEX,2023,7,4.035915662650602
8067.63,2023-07-01,1980,63337,71E,NHS LINCOLNSHIRE,2023,7,4.074560606060606
12158.16,2023-07-01,3006,118709,72Q,NHS SOUTH EAST LONDON,2023,7,4.044630738522954
5204.92,2023-07-01,1229,42683,78H,NHS NORTHAMPTONSHIRE,2023,7,4.2350854353132625
4473.7,2023-07-01,1100,38639,84H,NHS COUNTY DURHAM,2023,7,4.067
11813.73,2023-07-01,2908,106078,91Q,NHS KENT AND MEDWAY,2023,7,4.062493122420908
7408.03,2023-07-01,1848,66875,92A,NHS SURREY HEARTLANDS,2023,7,4.0086742424242425
6940.16,2023-07-01,1691,57106,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",2023,7,4.104175044352454
8648.1,2023-07-01,2082,78635,93C,NHS NORTH CENTRAL LONDON,2023,7,4.153746397694524
4286.83,2023-07-01,970,34642,97R,NHS EAST SUSSEX,2023,7,4.419412371134021
2401.8,2023-07-01,624,22765,99A,NHS LIVERPOOL,2023,7,3.849038461538462
1454.17,2023-07-01,338,13313,99C,NHS NORTH TYNESIDE,2023,7,4.302278106508876
1947.29,2023-07-01,495,16715,99E,NHS BASILDON AND BRENTWOOD,2023,7,3.933919191919192
2063.67,2023-07-01,482,16534,99F,NHS CASTLE POINT AND ROCHFORD,2023,7,4.281473029045643
2713.62,2023-07-01,665,22097,99G,NHS SOUTHEND,2023,7,4.080631578947369
15132.99,2023-07-01,3730,142190,A3A8R,NHS NORTH EAST LONDON,2023,7,4.0571018766756035
9277.71,2023-07-01,2300,77300,B2M3M,NHS COVENTRY AND WARWICKSHIRE,2023,7,4.033786956521738
6607.33,2023-07-01,1641,57665,D2P2L,NHS BLACK COUNTRY,2023,7,4.0264046313223645
6160.55,2023-07-01,1511,56852,D4U1Y,NHS FRIMLEY,2023,7,4.077134348113832
11069.08,2023-07-01,2713,93569,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",2023,7,4.080014743826023
8904.54,2023-07-01,2270,100765,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",2023,7,3.9227048458149785
2982.67,2023-07-01,698,27175,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",2023,7,4.273166189111748
12057.37,2023-07-01,2925,104357,W2U3Z,NHS NORTH WEST LONDON,2023,7,4.122177777777778
2737.72,2023-07-01,632,24338,X2C4Y,NHS KIRKLEES,2023,7,4.331835443037974
2815.96,2023-08-01,625,23496,00L,NHS NORTHUMBERLAND,2023,8,4.505536
727.2,2023-08-01,175,5051,00N,NHS SOUTH TYNESIDE,2023,8,4.155428571428572
1632.86,2023-08-01,390,14456,00P,NHS SUNDERLAND,2023,8,4.186820512820512
944.01,2023-08-01,243,8509,00Q,NHS BLACKBURN WITH DARWEN,2023,8,3.8848148148148147
1388.08,2023-08-01,387,12676,00R,NHS BLACKPOOL,2023,8,3.586770025839793
1477.12,2023-08-01,366,15142,00T,NHS BOLTON,2023,8,4.035846994535519
1053.48,2023-08-01,269,11045,00V,NHS BURY,2023,8,3.916282527881041
787.87,2023-08-01,197,7584,00X,NHS CHORLEY AND SOUTH RIBBLE,2023,8,3.9993401015228427
1361.18,2023-08-01,341,14744,00Y,NHS OLDHAM,2023,8,3.9917302052785923
1926.97,2023-08-01,490,19937,01A,NHS EAST LANCASHIRE,2023,8,3.932591836734694
1377.74,2023-08-01,342,15852,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",2023,8,4.028479532163742
1172.04,2023-08-01,290,12597,01E,NHS GREATER PRESTON,2023,8,4.04151724137931
806.95,2023-08-01,206,6722,01F,NHS HALTON,2023,8,3.9172330097087382
1700.55,2023-08-01,393,21226,01G,NHS SALFORD,2023,8,4.327099236641221
2745.14,2023-08-01,681,21358,01H,NHS NORTH CUMBRIA,2023,8,4.031042584434655
692.69,2023-08-01,192,5534,01J,NHS KNOWSLEY,2023,8,3.607760416666667
3173.85,2023-08-01,779,27985,01K,NHS MORECAMBE BAY,2023,8,4.074261874197689
719.45,2023-08-01,193,6295,01T,NHS SOUTH SEFTON,2023,8,3.727720207253886
747.55,2023-08-01,176,7519,01V,NHS SOUTHPORT AND FORMBY,2023,8,4.2474431818181815
1648.7,2023-08-01,438,19447,01W,NHS STOCKPORT,2023,8,3.7641552511415526
786.93,2023-08-01,217,7775,01X,NHS ST HELENS,2023,8,3.626405529953917
639.61,2023-08-01,175,6444,01Y,NHS TAMESIDE AND GLOSSOP,2023,8,3.654914285714286
1466.5,2023-08-01,355,15124,02A,NHS TRAFFORD,2023,8,4.130985915492958
1047.14,2023-08-01,259,9102,02E,NHS WARRINGTON,2023,8,4.043011583011584
527.99,2023-08-01,132,4843,02G,NHS WEST LANCASHIRE,2023,8,3.9999242424242425
2271.23,2023-08-01,579,22373,02H,NHS WIGAN BOROUGH,2023,8,3.922677029360967
1785.35,2023-08-01,433,13028,02M,NHS FYLDE AND WYRE,2023,8,4.123210161662818
1656.08,2023-08-01,400,12743,02P,NHS BARNSLEY,2023,8,4.1402
634,2023-08-01,155,4698,02Q,NHS BASSETLAW,2023,8,4.090322580645161
1296.22,2023-08-01,308,9382,02T,NHS CALDERDALE,2023,8,4.208506493506493
1517.16,2023-08-01,378,12998,02X,NHS DONCASTER,2023,8,4.013650793650794
1503.8,2023-08-01,385,12603,02Y,NHS EAST RIDING OF YORKSHIRE,2023,8,3.9059740259740257
1110.18,2023-08-01,299,9763,03F,NHS HULL,2023,8,3.712976588628763
1092.02,2023-08-01,276,9927,03H,NHS NORTH EAST LINCOLNSHIRE,2023,8,3.956594202898551
1169.11,2023-08-01,300,8847,03K,NHS NORTH LINCOLNSHIRE,2023,8,3.897033333333333
2239.82,2023-08-01,520,19862,03L,NHS ROTHERHAM,2023,8,4.307346153846154
4775.59,2023-08-01,1119,42923,03N,NHS SHEFFIELD,2023,8,4.267730116175157
365.39,2023-08-01,103,2617,03Q,NHS VALE OF YORK,2023,8,3.5474757281553395
2390.72,2023-08-01,579,21231,03R,NHS WAKEFIELD,2023,8,4.129050086355785
3942.82,2023-08-01,977,34956,03W,NHS EAST LEICESTERSHIRE AND RUTLAND,2023,8,4.0356397134083934
3263.11,2023-08-01,810,33479,04C,NHS LEICESTER CITY,2023,8,4.028530864197531
4728.98,2023-08-01,1185,38901,04V,NHS WEST LEICESTERSHIRE,2023,8,3.990700421940928
1011.45,2023-08-01,243,7963,04Y,NHS CANNOCK CHASE,2023,8,4.162345679012346
1664.62,2023-08-01,427,13700,05D,NHS EAST STAFFORDSHIRE,2023,8,3.8984074941451987
1952.46,2023-08-01,488,16822,05G,NHS NORTH STAFFORDSHIRE,2023,8,4.00094262295082
1488.3,2023-08-01,359,12566,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA,2023,8,4.145682451253482
1285.99,2023-08-01,292,11463,05V,NHS STAFFORD AND SURROUNDS,2023,8,4.404075342465753
