prescribing_cost,date,prescribing_items,prescribing_quantity,organisation_code,organisation_name,year,month,cost_per_item
1706.99,2023-08-01,429,14729,05W,NHS STOKE ON TRENT,2023,8,3.978997668997669
9135.4,2023-08-01,2194,79225,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH,2023,8,4.163810391978122
5219.84,2023-08-01,1291,44930,06K,NHS EAST AND NORTH HERTFORDSHIRE,2023,8,4.043253292021689
2527.95,2023-08-01,613,22841,06L,NHS IPSWICH AND EAST SUFFOLK,2023,8,4.123898858075041
4770.17,2023-08-01,1170,44532,06N,NHS HERTS VALLEYS,2023,8,4.077068376068376
3225.56,2023-08-01,819,23044,06Q,NHS MID ESSEX,2023,8,3.9384126984126984
3674.39,2023-08-01,891,29335,06T,NHS NORTH EAST ESSEX,2023,8,4.123894500561167
1164.33,2023-08-01,295,9120,07G,NHS THURROCK,2023,8,3.946881355932203
2865.02,2023-08-01,700,22618,07H,NHS WEST ESSEX,2023,8,4.092885714285714
2996.55,2023-08-01,724,21239,07K,NHS WEST SUFFOLK,2023,8,4.138881215469613
1939.09,2023-08-01,485,13920,09D,NHS BRIGHTON AND HOVE,2023,8,3.998123711340206
5392.04,2023-08-01,1330,47095,10Q,NHS OXFORDSHIRE,2023,8,4.054165413533835
1513.41,2023-08-01,372,11931,10R,NHS PORTSMOUTH,2023,8,4.068306451612903
5078.52,2023-08-01,1229,38197,11J,NHS DORSET,2023,8,4.132237591537836
5241.19,2023-08-01,1321,43249,11M,NHS GLOUCESTERSHIRE,2023,8,3.967592732778198
4170.39,2023-08-01,1007,30844,11N,NHS CORNWALL AND THE ISLES OF SCILLY,2023,8,4.141400198609732
1863.32,2023-08-01,434,15026,11X,NHS SOMERSET,2023,8,4.293364055299539
2279.31,2023-08-01,593,18089,12F,NHS WIRRAL,2023,8,3.8436930860033724
3677.3,2023-08-01,793,28190,13T,NHS NEWCASTLE GATESHEAD,2023,8,4.637200504413619
3871.3,2023-08-01,945,41053,14L,NHS MANCHESTER,2023,8,4.096613756613757
4302.07,2023-08-01,1093,38203,14Y,NHS BUCKINGHAMSHIRE,2023,8,3.9360201280878315
3725.39,2023-08-01,884,33470,15A,NHS BERKSHIRE WEST,2023,8,4.2142420814479635
5634,2023-08-01,1460,47687,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",2023,8,3.8589041095890413
10654.75,2023-08-01,2623,86595,15E,NHS BIRMINGHAM AND SOLIHULL,2023,8,4.062047274113611
3649.9,2023-08-01,896,32692,15F,NHS LEEDS,2023,8,4.073549107142857
7275.74,2023-08-01,1881,66761,15M,NHS DERBY AND DERBYSHIRE,2023,8,3.8680170122275386
10737.65,2023-08-01,2628,88317,15N,NHS DEVON,2023,8,4.085863774733638
4912.93,2023-08-01,1203,42598,16C,NHS TEES VALLEY,2023,8,4.083898586866169
8943.52,2023-08-01,2136,72990,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE,2023,8,4.1870411985018725
8983.04,2023-08-01,2160,75894,26A,NHS NORFOLK AND WAVENEY,2023,8,4.158814814814815
3884.47,2023-08-01,974,36646,27D,NHS CHESHIRE,2023,8,3.9881622176591374
2613.22,2023-08-01,634,28870,36J,NHS BRADFORD DISTRICT AND CRAVEN,2023,8,4.12179810725552
9819.09,2023-08-01,2408,90082,36L,NHS SOUTH WEST LONDON,2023,8,4.077695182724253
1687.82,2023-08-01,406,14661,42D,NHS NORTH YORKSHIRE,2023,8,4.157192118226601
6021.85,2023-08-01,1538,55067,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,2023,8,3.9153771131339403
7019.49,2023-08-01,1729,54249,70F,NHS WEST SUSSEX,2023,8,4.0598554077501445
7932.6,2023-08-01,1956,58716,71E,NHS LINCOLNSHIRE,2023,8,4.0555214723926385
12017.06,2023-08-01,3039,105100,72Q,NHS SOUTH EAST LONDON,2023,8,3.95428101349128
5626.56,2023-08-01,1365,62085,78H,NHS NORTHAMPTONSHIRE,2023,8,4.122021978021978
4310.23,2023-08-01,1059,37247,84H,NHS COUNTY DURHAM,2023,8,4.0700944287063265
11854.99,2023-08-01,2950,99235,91Q,NHS KENT AND MEDWAY,2023,8,4.0186406779661015
7676.59,2023-08-01,1918,68361,92A,NHS SURREY HEARTLANDS,2023,8,4.002393117831074
6925.06,2023-08-01,1681,58256,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",2023,8,4.119607376561571
8399.59,2023-08-01,2074,74421,93C,NHS NORTH CENTRAL LONDON,2023,8,4.049946962391514
4203.71,2023-08-01,991,34805,97R,NHS EAST SUSSEX,2023,8,4.24188698284561
2469.26,2023-08-01,651,23451,99A,NHS LIVERPOOL,2023,8,3.7930261136712753
1452.17,2023-08-01,341,12196,99C,NHS NORTH TYNESIDE,2023,8,4.258563049853373
1996.54,2023-08-01,485,18581,99E,NHS BASILDON AND BRENTWOOD,2023,8,4.116577319587629
2025.61,2023-08-01,478,15692,99F,NHS CASTLE POINT AND ROCHFORD,2023,8,4.237677824267783
2613.29,2023-08-01,648,22019,99G,NHS SOUTHEND,2023,8,4.032854938271605
14519.23,2023-08-01,3647,133581,A3A8R,NHS NORTH EAST LONDON,2023,8,3.981143405538799
9092.68,2023-08-01,2277,76411,B2M3M,NHS COVENTRY AND WARWICKSHIRE,2023,8,3.993271848924023
6681.36,2023-08-01,1634,65565,D2P2L,NHS BLACK COUNTRY,2023,8,4.088959608323133
6020.37,2023-08-01,1488,49971,D4U1Y,NHS FRIMLEY,2023,8,4.045947580645161
11881.85,2023-08-01,2941,98976,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",2023,8,4.040071404284257
9103.43,2023-08-01,2345,76633,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",2023,8,3.8820597014925373
3032.02,2023-08-01,736,29012,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",2023,8,4.119592391304348
11985.38,2023-08-01,2915,98670,W2U3Z,NHS NORTH WEST LONDON,2023,8,4.111622641509434
2453.53,2023-08-01,607,20932,X2C4Y,NHS KIRKLEES,2023,8,4.042059308072488
2510.01,2023-09-01,576,21521,00L,NHS NORTHUMBERLAND,2023,9,4.357656250000001
726.74,2023-09-01,176,5498,00N,NHS SOUTH TYNESIDE,2023,9,4.129204545454545
1491.24,2023-09-01,355,15647,00P,NHS SUNDERLAND,2023,9,4.200676056338028
813.46,2023-09-01,216,8506,00Q,NHS BLACKBURN WITH DARWEN,2023,9,3.7660185185185187
1412.66,2023-09-01,359,12664,00R,NHS BLACKPOOL,2023,9,3.9349860724233987
1562.1,2023-09-01,368,13333,00T,NHS BOLTON,2023,9,4.2448369565217385
1107.26,2023-09-01,273,12948,00V,NHS BURY,2023,9,4.055897435897436
945.1,2023-09-01,233,9474,00X,NHS CHORLEY AND SOUTH RIBBLE,2023,9,4.056223175965665
1302.62,2023-09-01,326,16853,00Y,NHS OLDHAM,2023,9,3.9957668711656438
1851.18,2023-09-01,456,16732,01A,NHS EAST LANCASHIRE,2023,9,4.059605263157895
1288.15,2023-09-01,320,16126,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",2023,9,4.02546875
1197.66,2023-09-01,307,11694,01E,NHS GREATER PRESTON,2023,9,3.901172638436482
795.05,2023-09-01,208,7105,01F,NHS HALTON,2023,9,3.822355769230769
1633.31,2023-09-01,393,16388,01G,NHS SALFORD,2023,9,4.156005089058524
2802.44,2023-09-01,671,23865,01H,NHS NORTH CUMBRIA,2023,9,4.176512667660209
736.69,2023-09-01,181,4847,01J,NHS KNOWSLEY,2023,9,4.070110497237569
2898.73,2023-09-01,696,26445,01K,NHS MORECAMBE BAY,2023,9,4.164841954022989
892.36,2023-09-01,246,7852,01T,NHS SOUTH SEFTON,2023,9,3.627479674796748
709.97,2023-09-01,177,6216,01V,NHS SOUTHPORT AND FORMBY,2023,9,4.011129943502825
1724.77,2023-09-01,438,21277,01W,NHS STOCKPORT,2023,9,3.9378310502283105
857.61,2023-09-01,221,7501,01X,NHS ST HELENS,2023,9,3.880588235294118
678.85,2023-09-01,175,6961,01Y,NHS TAMESIDE AND GLOSSOP,2023,9,3.8791428571428574
1436.6,2023-09-01,340,16056,02A,NHS TRAFFORD,2023,9,4.225294117647058
1122.71,2023-09-01,272,9494,02E,NHS WARRINGTON,2023,9,4.127610294117647
543.25,2023-09-01,128,3882,02G,NHS WEST LANCASHIRE,2023,9,4.244140625
2440.66,2023-09-01,587,23798,02H,NHS WIGAN BOROUGH,2023,9,4.157853492333901
1680.17,2023-09-01,430,12883,02M,NHS FYLDE AND WYRE,2023,9,3.907372093023256
1307.36,2023-09-01,334,12397,02P,NHS BARNSLEY,2023,9,3.9142514970059876
539.13,2023-09-01,122,3685,02Q,NHS BASSETLAW,2023,9,4.419098360655737
1174.67,2023-09-01,286,9399,02T,NHS CALDERDALE,2023,9,4.107237762237762
1719.28,2023-09-01,393,14427,02X,NHS DONCASTER,2023,9,4.374758269720101
1451.53,2023-09-01,371,11785,02Y,NHS EAST RIDING OF YORKSHIRE,2023,9,3.912479784366577
1178.43,2023-09-01,307,9298,03F,NHS HULL,2023,9,3.8385342019543978
1156.98,2023-09-01,274,9508,03H,NHS NORTH EAST LINCOLNSHIRE,2023,9,4.222554744525548
1035.7,2023-09-01,244,7607,03K,NHS NORTH LINCOLNSHIRE,2023,9,4.244672131147541
1911.67,2023-09-01,449,17369,03L,NHS ROTHERHAM,2023,9,4.257616926503341
4852.9,2023-09-01,1102,42837,03N,NHS SHEFFIELD,2023,9,4.403720508166969
334.78,2023-09-01,87,2165,03Q,NHS VALE OF YORK,2023,9,3.848045977011494
2456.74,2023-09-01,595,18990,03R,NHS WAKEFIELD,2023,9,4.128974789915966
4062.12,2023-09-01,927,34434,03W,NHS EAST LEICESTERSHIRE AND RUTLAND,2023,9,4.382006472491909
3227.43,2023-09-01,789,30668,04C,NHS LEICESTER CITY,2023,9,4.0905323193916345
4507.73,2023-09-01,1092,34872,04V,NHS WEST LEICESTERSHIRE,2023,9,4.127957875457875
1143.24,2023-09-01,257,7544,04Y,NHS CANNOCK CHASE,2023,9,4.4484046692607
1333.63,2023-09-01,322,21709,05D,NHS EAST STAFFORDSHIRE,2023,9,4.1417080745341615
1700.8,2023-09-01,418,14712,05G,NHS NORTH STAFFORDSHIRE,2023,9,4.0688995215311
1470.42,2023-09-01,343,12112,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA,2023,9,4.286938775510205
1115.23,2023-09-01,254,9233,05V,NHS STAFFORD AND SURROUNDS,2023,9,4.3906692913385825
1800.17,2023-09-01,431,14599,05W,NHS STOKE ON TRENT,2023,9,4.176728538283063
9820.24,2023-09-01,2208,84445,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH,2023,9,4.4475724637681155
5009.83,2023-09-01,1193,42250,06K,NHS EAST AND NORTH HERTFORDSHIRE,2023,9,4.199354568315171
2411.71,2023-09-01,576,21968,06L,NHS IPSWICH AND EAST SUFFOLK,2023,9,4.186996527777778
4727.53,2023-09-01,1078,42871,06N,NHS HERTS VALLEYS,2023,9,4.385463821892393
3423.63,2023-09-01,814,26343,06Q,NHS MID ESSEX,2023,9,4.2059336609336615
3718.03,2023-09-01,840,28773,06T,NHS NORTH EAST ESSEX,2023,9,4.426226190476191
980.19,2023-09-01,238,7514,07G,NHS THURROCK,2023,9,4.118445378151261
2427.93,2023-09-01,586,18671,07H,NHS WEST ESSEX,2023,9,4.143225255972696
2902.17,2023-09-01,699,20781,07K,NHS WEST SUFFOLK,2023,9,4.1518884120171675
1861.22,2023-09-01,438,13309,09D,NHS BRIGHTON AND HOVE,2023,9,4.249360730593607
5301.87,2023-09-01,1254,46779,10Q,NHS OXFORDSHIRE,2023,9,4.227966507177033
1515.93,2023-09-01,355,13108,10R,NHS PORTSMOUTH,2023,9,4.270225352112676
4910.52,2023-09-01,1128,36697,11J,NHS DORSET,2023,9,4.353297872340426
5333,2023-09-01,1280,61148,11M,NHS GLOUCESTERSHIRE,2023,9,4.16640625
4484.19,2023-09-01,1046,33912,11N,NHS CORNWALL AND THE ISLES OF SCILLY,2023,9,4.286988527724665
1746.77,2023-09-01,399,13676,11X,NHS SOMERSET,2023,9,4.3778696741854635
2017.57,2023-09-01,532,16073,12F,NHS WIRRAL,2023,9,3.792424812030075
3528.6,2023-09-01,705,26767,13T,NHS NEWCASTLE GATESHEAD,2023,9,5.005106382978723
3716.54,2023-09-01,866,38198,14L,NHS MANCHESTER,2023,9,4.29161662817552
4002.23,2023-09-01,976,33909,14Y,NHS BUCKINGHAMSHIRE,2023,9,4.100645491803279
3747.81,2023-09-01,817,32224,15A,NHS BERKSHIRE WEST,2023,9,4.587282741738066
5628.47,2023-09-01,1382,48288,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",2023,9,4.072698986975398
10632.86,2023-09-01,2536,88300,15E,NHS BIRMINGHAM AND SOLIHULL,2023,9,4.192768138801262
3501.79,2023-09-01,815,34645,15F,NHS LEEDS,2023,9,4.296674846625767
7336.13,2023-09-01,1802,64634,15M,NHS DERBY AND DERBYSHIRE,2023,9,4.071104328523862
10201.16,2023-09-01,2373,80975,15N,NHS DEVON,2023,9,4.2988453434471134
4945.17,2023-09-01,1168,41742,16C,NHS TEES VALLEY,2023,9,4.233878424657535
8952.13,2023-09-01,1951,72389,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE,2023,9,4.5884828293182975
8868.89,2023-09-01,2072,65146,26A,NHS NORFOLK AND WAVENEY,2023,9,4.2803523166023165
4047.38,2023-09-01,1017,38631,27D,NHS CHESHIRE,2023,9,3.979724680432645
2766.05,2023-09-01,654,27110,36J,NHS BRADFORD DISTRICT AND CRAVEN,2023,9,4.229434250764526
9990.84,2023-09-01,2393,89837,36L,NHS SOUTH WEST LONDON,2023,9,4.175027162557459
1661.87,2023-09-01,402,13597,42D,NHS NORTH YORKSHIRE,2023,9,4.134004975124378
6087.94,2023-09-01,1492,50939,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,2023,9,4.080388739946381
7059.36,2023-09-01,1659,55869,70F,NHS WEST SUSSEX,2023,9,4.255189873417721
8702.49,2023-09-01,2100,66229,71E,NHS LINCOLNSHIRE,2023,9,4.144042857142857
11971.31,2023-09-01,2876,110425,72Q,NHS SOUTH EAST LONDON,2023,9,4.162486091794158
5372.83,2023-09-01,1237,44503,78H,NHS NORTHAMPTONSHIRE,2023,9,4.34343573160873
4189.75,2023-09-01,1009,33305,84H,NHS COUNTY DURHAM,2023,9,4.152378592666006
12136.18,2023-09-01,2913,99296,91Q,NHS KENT AND MEDWAY,2023,9,4.166213525575008
7370.48,2023-09-01,1792,62726,92A,NHS SURREY HEARTLANDS,2023,9,4.112991071428572
7190.04,2023-09-01,1626,56603,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",2023,9,4.421918819188192
8993.89,2023-09-01,2126,76112,93C,NHS NORTH CENTRAL LONDON,2023,9,4.230428033866415
4040.21,2023-09-01,911,32043,97R,NHS EAST SUSSEX,2023,9,4.434917672886938
2389.47,2023-09-01,614,23940,99A,NHS LIVERPOOL,2023,9,3.891644951140065
1397.48,2023-09-01,322,12586,99C,NHS NORTH TYNESIDE,2023,9,4.34
1952.06,2023-09-01,467,16886,99E,NHS BASILDON AND BRENTWOOD,2023,9,4.18
2031.37,2023-09-01,468,15622,99F,NHS CASTLE POINT AND ROCHFORD,2023,9,4.340534188034188
2705.57,2023-09-01,635,21407,99G,NHS SOUTHEND,2023,9,4.260740157480315
14507.28,2023-09-01,3575,134418,A3A8R,NHS NORTH EAST LONDON,2023,9,4.05798041958042
8486.21,2023-09-01,2097,69360,B2M3M,NHS COVENTRY AND WARWICKSHIRE,2023,9,4.046833571769193
6840.14,2023-09-01,1620,56710,D2P2L,NHS BLACK COUNTRY,2023,9,4.222308641975308
6108.22,2023-09-01,1460,51687,D4U1Y,NHS FRIMLEY,2023,9,4.183712328767124
11621.69,2023-09-01,2786,96496,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",2023,9,4.171460875807609
9484.81,2023-09-01,2317,72650,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",2023,9,4.093573586534311
2905.45,2023-09-01,684,26690,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",2023,9,4.247733918128655
13092.15,2023-09-01,3047,110364,W2U3Z,NHS NORTH WEST LONDON,2023,9,4.296734492943879
2382.91,2023-09-01,573,18811,X2C4Y,NHS KIRKLEES,2023,9,4.158656195462478
2587.35,2023-10-01,609,24627,00L,NHS NORTHUMBERLAND,2023,10,4.2485221674876845
621.46,2023-10-01,161,5742,00N,NHS SOUTH TYNESIDE,2023,10,3.8600000000000003
1524.39,2023-10-01,368,14269,00P,NHS SUNDERLAND,2023,10,4.142364130434783
930.14,2023-10-01,239,9252,00Q,NHS BLACKBURN WITH DARWEN,2023,10,3.8917991631799165
1397.29,2023-10-01,362,12676,00R,NHS BLACKPOOL,2023,10,3.859917127071823
1556.49,2023-10-01,369,14264,00T,NHS BOLTON,2023,10,4.218130081300813
1027.25,2023-10-01,261,13010,00V,NHS BURY,2023,10,3.935823754789272
957.41,2023-10-01,242,9986,00X,NHS CHORLEY AND SOUTH RIBBLE,2023,10,3.9562396694214876
1332.29,2023-10-01,341,19362,00Y,NHS OLDHAM,2023,10,3.9070087976539587
1960.5,2023-10-01,486,19819,01A,NHS EAST LANCASHIRE,2023,10,4.033950617283951
1091.17,2023-10-01,275,14171,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",2023,10,3.9678909090909094
1229.26,2023-10-01,315,13629,01E,NHS GREATER PRESTON,2023,10,3.9024126984126983
700.53,2023-10-01,187,5620,01F,NHS HALTON,2023,10,3.746149732620321
1718.31,2023-10-01,383,18662,01G,NHS SALFORD,2023,10,4.48644908616188
2753.02,2023-10-01,660,25774,01H,NHS NORTH CUMBRIA,2023,10,4.171242424242425
699.84,2023-10-01,182,5801,01J,NHS KNOWSLEY,2023,10,3.8452747252747255
3225.72,2023-10-01,790,29796,01K,NHS MORECAMBE BAY,2023,10,4.083189873417721
886.69,2023-10-01,237,8199,01T,NHS SOUTH SEFTON,2023,10,3.741308016877637
799.04,2023-10-01,198,9068,01V,NHS SOUTHPORT AND FORMBY,2023,10,4.035555555555556
1659.89,2023-10-01,437,20120,01W,NHS STOCKPORT,2023,10,3.7983752860411903
788.32,2023-10-01,208,7451,01X,NHS ST HELENS,2023,10,3.79
716.23,2023-10-01,189,7688,01Y,NHS TAMESIDE AND GLOSSOP,2023,10,3.78957671957672
1642.69,2023-10-01,386,16926,02A,NHS TRAFFORD,2023,10,4.255673575129534
1237.64,2023-10-01,303,12645,02E,NHS WARRINGTON,2023,10,4.084620462046205
664.14,2023-10-01,169,5408,02G,NHS WEST LANCASHIRE,2023,10,3.9298224852071004
2398.5,2023-10-01,607,23041,02H,NHS WIGAN BOROUGH,2023,10,3.9514003294892914
1615.09,2023-10-01,411,13157,02M,NHS FYLDE AND WYRE,2023,10,3.9296593673965936
1688.39,2023-10-01,404,14920,02P,NHS BARNSLEY,2023,10,4.179183168316832
664.07,2023-10-01,148,7314,02Q,NHS BASSETLAW,2023,10,4.4869594594594595
1135.87,2023-10-01,284,8326,02T,NHS CALDERDALE,2023,10,3.9995422535211262
1810.5,2023-10-01,382,14791,02X,NHS DONCASTER,2023,10,4.739528795811518
1360.62,2023-10-01,355,11659,02Y,NHS EAST RIDING OF YORKSHIRE,2023,10,3.832732394366197
1031.44,2023-10-01,273,8997,03F,NHS HULL,2023,10,3.7781684981684984
1280.66,2023-10-01,303,11327,03H,NHS NORTH EAST LINCOLNSHIRE,2023,10,4.226600660066007
1302.97,2023-10-01,306,11893,03K,NHS NORTH LINCOLNSHIRE,2023,10,4.258071895424837
2284.52,2023-10-01,532,21889,03L,NHS ROTHERHAM,2023,10,4.29421052631579
5018.96,2023-10-01,1163,50899,03N,NHS SHEFFIELD,2023,10,4.315528804815133
417.9,2023-10-01,104,4370,03Q,NHS VALE OF YORK,2023,10,4.0182692307692305
2308.83,2023-10-01,562,19264,03R,NHS WAKEFIELD,2023,10,4.108238434163701
4192.95,2023-10-01,991,41015,03W,NHS EAST LEICESTERSHIRE AND RUTLAND,2023,10,4.231029263370333
3600,2023-10-01,873,33164,04C,NHS LEICESTER CITY,2023,10,4.123711340206185
4625.98,2023-10-01,1151,37267,04V,NHS WEST LEICESTERSHIRE,2023,10,4.019096437880104
1017.28,2023-10-01,234,7595,04Y,NHS CANNOCK CHASE,2023,10,4.3473504273504275
1618.87,2023-10-01,409,14860,05D,NHS EAST STAFFORDSHIRE,2023,10,3.958117359413203
1816.28,2023-10-01,444,17774,05G,NHS NORTH STAFFORDSHIRE,2023,10,4.090720720720721
1396.97,2023-10-01,340,12430,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA,2023,10,4.108735294117647
1332.16,2023-10-01,314,10620,05V,NHS STAFFORD AND SURROUNDS,2023,10,4.242547770700638
1827.52,2023-10-01,437,15614,05W,NHS STOKE ON TRENT,2023,10,4.181967963386728
9554.27,2023-10-01,2210,92665,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH,2023,10,4.323199095022624
5539.59,2023-10-01,1337,50270,06K,NHS EAST AND NORTH HERTFORDSHIRE,2023,10,4.143298429319372
2845.29,2023-10-01,684,26666,06L,NHS IPSWICH AND EAST SUFFOLK,2023,10,4.159780701754386
4461.33,2023-10-01,1051,42018,06N,NHS HERTS VALLEYS,2023,10,4.244843006660323
3330.98,2023-10-01,844,26477,06Q,NHS MID ESSEX,2023,10,3.946658767772512
3663.25,2023-10-01,888,31426,06T,NHS NORTH EAST ESSEX,2023,10,4.125281531531532
1189.75,2023-10-01,292,10427,07G,NHS THURROCK,2023,10,4.074486301369863
2840.25,2023-10-01,678,25738,07H,NHS WEST ESSEX,2023,10,4.189159292035399
2960.26,2023-10-01,731,23224,07K,NHS WEST SUFFOLK,2023,10,4.0496032831737345
2050.04,2023-10-01,489,17558,09D,NHS BRIGHTON AND HOVE,2023,10,4.192310838445808
5645.24,2023-10-01,1352,55247,10Q,NHS OXFORDSHIRE,2023,10,4.175473372781065
1528.07,2023-10-01,350,13054,10R,NHS PORTSMOUTH,2023,10,4.365914285714285
5313.82,2023-10-01,1242,39991,11J,NHS DORSET,2023,10,4.278438003220612
4930.39,2023-10-01,1223,40245,11M,NHS GLOUCESTERSHIRE,2023,10,4.031390024529845
4351.05,2023-10-01,1034,33872,11N,NHS CORNWALL AND THE ISLES OF SCILLY,2023,10,4.207978723404255
1702.87,2023-10-01,399,15462,11X,NHS SOMERSET,2023,10,4.2678446115288216
2518,2023-10-01,640,21935,12F,NHS WIRRAL,2023,10,3.934375
3189.26,2023-10-01,726,29014,13T,NHS NEWCASTLE GATESHEAD,2023,10,4.392920110192838
3899.41,2023-10-01,952,43173,14L,NHS MANCHESTER,2023,10,4.096018907563025
4142.78,2023-10-01,1045,40408,14Y,NHS BUCKINGHAMSHIRE,2023,10,3.964382775119617
3650.81,2023-10-01,854,33333,15A,NHS BERKSHIRE WEST,2023,10,4.274953161592506
6121.03,2023-10-01,1535,49909,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",2023,10,3.987641693811075
10939.52,2023-10-01,2630,96661,15E,NHS BIRMINGHAM AND SOLIHULL,2023,10,4.159513307984791
3646.57,2023-10-01,906,36359,15F,NHS LEEDS,2023,10,4.02491169977925
7693.2,2023-10-01,1937,74273,15M,NHS DERBY AND DERBYSHIRE,2023,10,3.971708828084667
9827.31,2023-10-01,2372,81111,15N,NHS DEVON,2023,10,4.143048060708263
5236.32,2023-10-01,1216,44999,16C,NHS TEES VALLEY,2023,10,4.3061842105263155
8960.75,2023-10-01,2091,77737,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE,2023,10,4.285389765662362
9138.03,2023-10-01,2162,71649,26A,NHS NORFOLK AND WAVENEY,2023,10,4.226655874190564
4105.66,2023-10-01,1036,41708,27D,NHS CHESHIRE,2023,10,3.962992277992278
2702.94,2023-10-01,645,29842,36J,NHS BRADFORD DISTRICT AND CRAVEN,2023,10,4.190604651162791
10007.32,2023-10-01,2415,95135,36L,NHS SOUTH WEST LONDON,2023,10,4.143817805383023
1825.12,2023-10-01,433,15751,42D,NHS NORTH YORKSHIRE,2023,10,4.215057736720554
6255.89,2023-10-01,1532,58279,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,2023,10,4.083479112271541
6580.2,2023-10-01,1594,55058,70F,NHS WEST SUSSEX,2023,10,4.1281053952321205
8471.15,2023-10-01,2050,68322,71E,NHS LINCOLNSHIRE,2023,10,4.132268292682927
12109.64,2023-10-01,2937,113754,72Q,NHS SOUTH EAST LONDON,2023,10,4.123132448076268
5339.24,2023-10-01,1265,55796,78H,NHS NORTHAMPTONSHIRE,2023,10,4.220743083003953
4198.15,2023-10-01,1036,38782,84H,NHS COUNTY DURHAM,2023,10,4.0522683397683394
12328.79,2023-10-01,3050,109465,91Q,NHS KENT AND MEDWAY,2023,10,4.042226229508197
7200.3,2023-10-01,1775,72256,92A,NHS SURREY HEARTLANDS,2023,10,4.056507042253521
7234.46,2023-10-01,1720,56965,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",2023,10,4.206081395348837
8911.69,2023-10-01,2145,80611,93C,NHS NORTH CENTRAL LONDON,2023,10,4.154634032634033
4436.95,2023-10-01,1012,33608,97R,NHS EAST SUSSEX,2023,10,4.384337944664032
2387.77,2023-10-01,618,22300,99A,NHS LIVERPOOL,2023,10,3.863705501618123
1606.79,2023-10-01,360,15436,99C,NHS NORTH TYNESIDE,2023,10,4.463305555555555
1825.11,2023-10-01,445,16650,99E,NHS BASILDON AND BRENTWOOD,2023,10,4.101370786516854
2274.56,2023-10-01,532,19045,99F,NHS CASTLE POINT AND ROCHFORD,2023,10,4.2754887218045114
2814.13,2023-10-01,680,25896,99G,NHS SOUTHEND,2023,10,4.138426470588236
14992.12,2023-10-01,3738,140756,A3A8R,NHS NORTH EAST LONDON,2023,10,4.010733012306046
9297.86,2023-10-01,2296,83621,B2M3M,NHS COVENTRY AND WARWICKSHIRE,2023,10,4.049590592334495
6762.5,2023-10-01,1653,60439,D2P2L,NHS BLACK COUNTRY,2023,10,4.091046581972172
5951.4,2023-10-01,1431,53364,D4U1Y,NHS FRIMLEY,2023,10,4.158909853249476
11863.06,2023-10-01,2843,99739,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",2023,10,4.17272599366866
10246.98,2023-10-01,2561,86805,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",2023,10,4.001163607965638
3075.66,2023-10-01,709,28666,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",2023,10,4.33802538787024
12723.04,2023-10-01,3051,112281,W2U3Z,NHS NORTH WEST LONDON,2023,10,4.1701212717141924
2669.74,2023-10-01,640,24965,X2C4Y,NHS KIRKLEES,2023,10,4.17146875
2212.58,2023-11-01,643,27603,00L,NHS NORTHUMBERLAND,2023,11,3.4410264385692066
563.82,2023-11-01,168,6680,00N,NHS SOUTH TYNESIDE,2023,11,3.356071428571429
1244.82,2023-11-01,375,16186,00P,NHS SUNDERLAND,2023,11,3.31952
779.27,2023-11-01,243,9326,00Q,NHS BLACKBURN WITH DARWEN,2023,11,3.206872427983539
1114.48,2023-11-01,355,12929,00R,NHS BLACKPOOL,2023,11,3.139380281690141
